"Key","Title","Description","CategoryGroupID"
"GM0310","De Bilt","Begindatum voor 1830

",
"GM0585","Binnenmaas","Opgeheven per 01-01-2019, overgegaan naar:
- Hoeksche Waard (GM1963),
... 6933 hectare met 12868 woningen en 29292 inwoners

Gemeentelijke herindeling per 01-01-2007, ontvangen van:
- Binnenmaas (GM0585),
... 5026 hectare 8104 woningen en 19614 inwoners
- 's-Gravendeel (GM0517),
... 1885 hectare 3709 woningen en 9035 inwoners

Begindatum 01-01-1984
",
"GM1728","Bladel","Begindatum 01-01-1997

",
"GM0376","Blaricum","Begindatum voor 1830

",
"GM0495","Bleiswijk","Opgeheven per 01-01-2007, overgegaan naar:
- Lansingerland (GM1621),
... 2112 hectare met 3932 woningen en 10377 inwoners

Begindatum voor 1830

",
"GM0377","Bloemendaal","Grenswijziging per 01-01-2013, ontvangen van:
- Hillegom (GM0534),
... 2 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2009, ontvangen van:
- Bloemendaal (GM0377),
... 3793 hectare met 6908 woningen en 16884 inwoners
- Bennebroek (GM0372),
... 175 hectare met 2219 woningen en 5185 inwoners

Grenswijziging per 01-01-2004, ontvangen van:
- Velsen (GM0453),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2004, overgegaan naar:
- Haarlem (GM0392),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830

",
"GM0055","Boarnsterhim","Opgeheven per 01-01-2014, overgegaan naar:
- De Friese Meren (GM1921),
... 531 hectare met 277 woningen en 783 inwoners
- Heerenveen (GM0074),
... 4561 hectare met 2614 woningen en 6018 inwoners
- Leeuwarden (GM0080),
... 7567 hectare met 4963 woningen en 11024 inwoners
- Súdwest-Fryslân (GM1900),
... 2467 hectare met 704 woningen en 1653 inwoners

Begindatum 03-01-1985

",
"GM0497","Bodegraven","Opgeheven per 01-01-2011, overgegaan naar:
- Bodegraven-Reeuwijk (GM1901),
... 3756 hectare met 7504 woningen en 19432 inwoners

Begindatum voor 1830

",
"GM1901","Bodegraven-Reeuwijk","Ontstaan per 01-01-2011, uit:
- Bodegraven (GM0497),
... 3756 hectare met 7504 woningen en 19432 inwoners
- Reeuwijk (GM0595),
... 3813 hectare met 5329 woningen en 13296 inwoners
Begindatum 01-01-2011

",
"GM0755","Boekel","Begindatum voor 1830

",
"GM0009","Ten Boer","Opgeheven per 01-01-2019, overgegaan naar:
- Groningen (GM0014),
... 4531 hectare met 3051 woningen en 7289 inwoners

Begindatum voor 1830
",
"GM0064","Bolsward","Opgeheven per 01-01-2011, overgegaan naar:
- Súdwest-Fryslân (GM1900),
... 905 hectare met 4388 woningen en 9974 inwoners

Begindatum voor 1830

",
"GM0211","Borculo","Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 5511 hectare met 4059 woningen en 10339 inwoners
- Lochem (GM0262),
... 0 hectare met 1 woning en 0 inwoners

Begindatum voor 1830

",
"GM1681","Borger-Odoorn","Begindatum 01-01-1998

",
"GM0147","Borne","Grenswijziging per 01-01-2011, ontvangen van:
- Hengelo (O.) (GM0164),
... 2 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2011, overgegaan naar:
- Hengelo (O.) (GM0164),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0654","Borsele","Begindatum 01-01-1970

",
"GM0499","Boskoop","Opgeheven per 01-01-2014, overgegaan naar:
- Alphen aan den Rijn (GM0484),
... 1485 hectare met 6328 woningen en 15177 inwoners

Begindatum voor 1830

",
"GM0756","Boxmeer","Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982),
... 11142 hectare met 12813 woningen en 29721 inwoners

Begindatum voor 1830
",
"GM0757","Boxtel","Gemeentelijke herindeling per 01-01-2021, ontvangen van:
- Haaren (GM0788),
... 535 hectare met 918 woningen en 2149 inwoners

Begindatum voor 1830
",
"GM0758","Breda","Grenswijziging per 01-01-2012, ontvangen van:
- Zundert (GM0879),
... 32 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Zundert (GM0879),
... 74 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0311","Breukelen","Opgeheven per 01-01-2011, overgegaan naar:
- Stichtse Vecht (GM1904),
... 4441 hectare met 5908 woningen en 14736 inwoners
.
Begindatum 01-01-1949

",
"GM0501","Brielle","Opgeheven per 01-01-2023, overgegaan naar:
- Voorne aan Zee (GM1992)

Begindatum voor 1830
",
"GM1876","Bronckhorst","Ontstaan per 01-01-2005, ontvangen van:
- Hengelo (Gld.) (GM0248),
... 4915 hectare met 3221 woningen en 8448 inwoners
- Hummelo en Keppel (GM0256),
... 4248 hectare met 1803 woningen en 4555 inwoners
- Steenderen (GM0280),
... 4873 hectare met 1857 woningen en 5113 inwoners
- Vorden (GM0286),
... 6733 hectare met 3344 woningen en 8471 inwoners
- Zelhem (GM0298),
... 7566 hectare met 4185 woningen en 11016 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Doetinchem (GM0222),
... 4 hectare met 0 woningen en 0 inwoners
- Lichtenvoorde (GM0260),
... 1 hectare met 0 woningen en 0 inwoners
- Lochem (GM0262),
... 5 hectare met 1 woning en 9 inwoners
- Ruurlo (GM0278),
... 16 hectare met 1 woning en 4 inwoners
- Wisch (GM0295),
... 1 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-2005

",
"GM0213","Brummen","Begindatum voor 1830

",
"GM0899","Brunssum","Begindatum 02-01-1839

",
"GM0312","Bunnik","Begindatum voor 1830

",
"GM0313","Bunschoten","Begindatum voor 1830

",
"GM0214","Buren","Begindatum voor 1830

",
"GM0381","Bussum","Opgeheven per 01-01-2016, overgegaan naar:
- Gooise Meren (GM1942),
... 808 hectare met 15681 woningen en 33122 inwoners
Begindatum voor 1830
",
"GM0502","Capelle aan den IJssel","Begindatum voor 1830

",
"GM0383","Castricum","Gemeentelijke herindeling per 01-01-2002, ontvangen van:
- Akersloot (GM0360),
... 1001 hectare met 1929 woningen en 5174 inwoners
- Castricum (GM0383),
... 3049 hectare met 9536 woningen en 23330 inwoners
- Limmen (GM0418),
... 907 hectare met 2410 woningen en 6673 inwoners

Begindatum voor 1830

",
"GM0109","Coevorden","Begindatum voor 1830

",
"GM1706","Cranendonck","Begindatum 28-01-1998

",
"GM0611","Cromstrijen","Opgeheven per 01-01-2019, overgegaan naar:
- Hoeksche Waard (GM1963),
... 5440 hectare met 5714 woningen en 12916 inwoners

Begindatum 01-01-1984
",
"GM1684","Cuijk","Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982),
... 5121 hectare met 11424 woningen en 25677 inwoners

Begindatum 01-01-1994
",
"GM0216","Culemborg","Begindatum voor 1830

",
"GM0148","Dalfsen","Begindatum voor 1830

",
"GM0065","Dantumadeel","Naamswijziging per 01-01-2009,
nieuwe naam: Dantumadiel (GM1891)

Begindatum voor 1830

",
"GM1891","Dantumadiel","Naamswijziging per 01-01-2009,
oude naam: Dantumadeel (GM0065)
Begindatum 01-01-2009
",
"GM0503","Delft","Grenswijziging per 01-01-2004, ontvangen van:
- Schipluiden (GM0607),
... 127 hectare met 102 woningen en 285 inwoners
Grenswijziging per 01-01-2004, overgegaan naar:
- Midden-Delfland (GM1842),
... 346 hectare met 56 woningen en 204 inwoners

Begindatum voor 1830

",
"GM0010","Delfzijl","Opgeheven per 01-01-2021, overgegaan naar:
- Eemsdelta (GM1979),
... 13307 hectare met 12278 woningen en 24596 inwoners

Begindatum voor 1830
",
"GM0149","Denekamp","Naamswijziging per 01-06-2002,
nieuwe naam: Dinkelland (GM1774)

Begindatum voor 1830

",
"GM0762","Deurne","Begindatum 01-01-1926

",
"GM0150","Deventer","Grenswijziging per 01-01-2010, overgegaan naar:
- Rijssen-Holten (GM1742),
... 6 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Bathmen (GM0144),
... 2622 hectare met 2170 woningen en 5339 inwoners
- Deventer (GM0150),
... 10508 hectare met 38201 woningen en 90281 inwoners

Begindatum voor 1830

",
"GM0218","Didam","Opgeheven per 01-01-2005, overgegaan naar:
- Montferland (GM1955),
... 3161 hectare met 6232 woningen en 16875 inwoners
- Zevenaar (GM0299),
... 320 hectare met 66 inwoners
Begindatum voor 1830

",
"GM0384","Diemen","Begindatum voor 1830

",
"GM1980","Dijk en Waard","Ontstaan per 01-01-2022, ontvangen van:
- Heerhugowaard (GM0398),
... 3814 hectare met 24737 woningen en 59102 inwoners
- Langedijk (GM0416),
... 2376 hectare met 11927 woningen en 28593 inwoners

",
"GM1774","Dinkelland","Naamswijziging per 01-06-2002,
oude naam: Denekamp (GM0149)
Begindatum 01-06-2002

",
"GM0219","Dinxperlo","Opgeheven per 01-01-2005, overgegaan naar:
- Aalten (GM0197),
... 1367 hectare met 3471 woningen en 8511 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Gendringen (GM0237),
... 8 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2002, overgegaan naar:
- Gendringen (GM0237),
... 6 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0504","Dirksland","Opgeheven per 01-01-2013, overgegaan naar:
- Goeree-Overflakkee (GM1924),
... 5536 hectare met 3450 woningen en 8526 inwoners

Begindatum voor 1830
",
"GM0221","Doesburg","Begindatum voor 1830

",
"GM0222","Doetinchem","Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Doetinchem (GM0222),
... 5221 hectare met 20627 woningen en 49752 inwoners
- Wehl (GM0292),
... 2335 hectare met 2347 woningen en 6803 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Bergh (GM0207),
... 26 hectare met 6 woningen en 28 inwoners
- Hummelo en Keppel (GM0256),
... 4 hectare met 0 woningen en 0 inwoners
- Zelhem (GM0298),
... 327 hectare met 54 woningen en 175 inwoners
Grenswijziging per 01-01-2005, overgegaan naar:
- Bronckhorst (GM1876),
... 4 hectare met 0 woningen en 0 inwoners
- Oude IJsselstreek (GM1509),
... 0 hectare met 0 woningen en 4 inwoners

Begindatum 01-01-1920

",
"GM0766","Dongen","Grenswijziging per 01-01-2013, ontvangen van:
- Tilburg (GM0855),
... 4 hectare met 1 woning en 0 inwoners
Grenswijziging per 01-01-2013, overgegaan naar:
- Tilburg (GM0855),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0058","Dongeradeel","Opgeheven per 01-01-2019, overgegaan naar:
- Noardeast-Fryslân (GM1970),
... 16812 hectare met 11024 woningen en 23845 inwoners

Begindatum 01-01-1984
",
"GM0315","Doorn","Opgeheven per 01-01-2006, overgegaan naar:
- Utrechtse Heuvelrug (GM1581),
... 2224 hectare met 4254 woningen en 9989 inwoners
Begindatum voor 1830

",
"GM0505","Dordrecht","Begindatum voor 1830

",
"GM0498","Drechterland","Grenswijziging per 01-01-2014, ontvangen van:
- Hoorn (GM0405),
... 16 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2014, overgegaan naar:
- Hoorn (GM0405),
... 3 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2006, ontvangen van:
- Drechterland (GM0498),
... 2392 hectare met 4065 woningen en 10707 inwoners
- Venhuizen (GM0454),
... 3525 hectare met 2988 woningen en 7832 inwoners

Begindatum 01-01-1980
",
"GM0316","Driebergen-Rijsenburg","Opgeheven per 01-01-2006, overgegaan naar:
- Utrechtse Heuvelrug (GM1581),
... 2634 hectare met 7540 woningen en 18615 inwoners
Begindatum 01-05-1931

",
"GM1719","Drimmelen","Begindatum 25-04-1998

",
"GM0303","Dronten","Begindatum 01-01-1972

",
"GM0225","Druten","Begindatum voor 1830

",
"GM0226","Duiven","Begindatum voor 1830

",
"GM0902","Echt","Opgeheven per 01-01-2003, overgegaan naar:
- Echt-Susteren (GM1711),
... 7452 hectare met 7700 woningen en 19147 inwoners

Begindatum 02-01-1839

",
"GM1711","Echt-Susteren","Grenswijziging per 01-01-2006, ontvangen van:
- Sittard-Geleen (GM1883),
... 178 hectare met 8 woningen en 15 inwoners
Grenswijziging per 01-01-2006, overgegaan naar:
- Sittard-Geleen (GM1883),
... 100 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2003, ontvangen van:
- Echt (GM0902),
... 7452 hectare met 7700 woningen en 19147 inwoners
- Susteren (GM0974),
... 2791 hectare met 5237 woningen en 12960 inwoners
Begindatum 01-01-2003

",
"GM0385","Edam-Volendam","Gemeentelijke herindeling per 01-01-2016, ontvangen van:
- Edam-Volendam (GM0385),
... 1630 hectare met 12363 woningen en 29208 inwoners
- Zeevang (GM0478),
... 3806 hectare met 2576 woningen en 6257 inwoners

Begindatum 01-01-1975
",
"GM0228","Ede","Begindatum voor 1830

",
"GM0317","Eemnes","Begindatum voor 1830

",
"GM1979","Eemsdelta","Ontstaan per 01-01-2021, ontvangen van:
- Appingedam (GM0003),
... 2378 hectare met 6023 woningen en 11496 inwoners
- Delfzijl (GM0010),
... 13307 hectare met 12278 woningen en 24596 inwoners
- Loppersum (GM0024),
... 11104 hectare met 4782 woningen en 9495 inwoners

",
"GM1651","Eemsmond","Opgeheven per 01-01-2019, overgegaan naar:
- Het Hogeland (GM1966),
... 18946 hectare met 7416 woningen en 15411 inwoners

Grenswijziging per 01-01-2006, overgegaan naar:
- Schiermonnikoog (GM0088),
... 61 hectare met 0 woningen en 0 inwoners

Begindatum 01-01-1992
",
"GM0770","Eersel","Begindatum voor 1830

",
"GM0229","Eibergen","Opgeheven per 01-01-2005, overgegaan naar:
- Berkelland (GM1859),
... 10300 hectare met 6034 woningen en 16132 inwoners
- Groenlo (GM0240),
... 1378 hectare met 155 woningen en 432 inwoners

Begindatum voor 1830

",
"GM0905","Eijsden","Opgeheven per 01-01-2011, overgegaan naar:
- Eijsden-Margraten (GM1903),
... 1974 hectare met 4731 woningen en 11565 inwoners

Begindatum 02-01-1839

",
"GM1903","Eijsden-Margraten","Grenswijziging per 01-01-2018, ontvangen van:
- Buitenland (GM0998),
... 16 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2018, overgegaan naar:
- Buitenland (GM0998),
... 5 hectare met 0 woningen en 0 inwoners

Ontstaan per 01-01-2011, uit:
- Eijsden (GM0905),
... 1974 hectare met 4731 woningen en 11565 inwoners
- Margraten (GM0936),
... 5766 hectare met 5554 woningen en 13375 inwoners
Begindatum 01-01-2011
",
"GM0772","Eindhoven","Grenswijziging per 01-01-2022, ontvangen van:
- Best (GM0753),
... 52 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2022, overgegaan naar:
- Best (GM0753),
... 11 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2017, ontvangen van:
- Veldhoven (GM0861),
... 10 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2017, overgegaan naar:
- Veldhoven (GM0861),
... 6 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2012, ontvangen van:
- Son en Breugel (GM0848),
... 3 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Son en Breugel (GM0848),
... 3 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, ontvangen van:
- Geldrop (GM0781),
... 54 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0230","Elburg","Begindatum voor 1830

",
"GM0114","Emmen","Begindatum voor 1830

",
"GM0388","Enkhuizen","Begindatum voor 1830
",
"GM0153","Enschede","Begindatum voor 1830

",
"GM0232","Epe","Begindatum voor 1830

",
"GM0233","Ermelo","Begindatum voor 1830

",
"GM0777","Etten-Leur","Begindatum 01-01-1968

",
"GM1722","Ferwerderadiel","Opgeheven per 01-01-2019, overgegaan naar:
- Noardeast-Fryslân (GM1970),
... 10018 hectare met 3841 woningen en 8575 inwoners

Begindatum 01-01-1999
",
"GM0070","Franekeradeel","Opgeheven per 01-01-2018, overgegaan naar:
- Waadhoeke (GM1949),
... 10259 hectare met 9614 woningen en 20213 inwoners

Begindatum voor 1830
",
"GM1921","De Friese Meren","Naamswijziging per 01-07-2015,
nieuwe naam: De Fryske Marren (GM1940)

Ontstaan per 01-01-2014, ontvangen van:
- Boarnsterhim (GM0055),
... 531 hectare met 277 woningen en 783 inwoners
- Gaasterlân-Sleat (GM0653),
... 9512 hectare met 4483 woningen en 10186 inwoners
- Lemsterland (GM0082),
... 7577 hectare met 6146 woningen en 13524 inwoners
- Skarsterlân (GM0051),
... 17549 hectare met 11785 woningen en 26921 inwoners
Begindatum 01-01-2014
",
"GM1940","De Fryske Marren","Naamswijziging per 01-07-2015,
oude naam: De Friese Meren (GM1921)
Begindatum 01-07-2015
",
"GM0653","Gaasterlân-Sleat","Opgeheven per 01-01-2014, overgegaan naar:
- De Friese Meren (GM1921),
... 9512 hectare met 4483 woningen en 10186 inwoners

Begindatum 05-06-1985
",
"GM0779","Geertruidenberg","Begindatum voor 1830

",
"GM0236","Geldermalsen","Opgeheven per 01-01-2019, overgegaan naar:
- West Betuwe (GM1960),
... 9985 hectare met 11070 woningen en 27036 inwoners

Begindatum voor 1830
",
"GM0781","Geldrop","Opgeheven per 01-01-2004, overgegaan naar:
- Eindhoven (GM0772),
... 54 hectare met 0 woningen en 0 inwoners
- Geldrop-Mierlo (GM1771),
... 1319 hectare met 11860 woningen en 27675 inwoners

Begindatum voor 1830

",
"GM1771","Geldrop-Mierlo","Ontstaan per 01-01-2004, ontvangen van:
- Geldrop (GM0781),
... 1319 hectare met 11860 woningen en 27675 inwoners
- Mierlo (GM0814),
... 1786 hectare met 3930 woningen en 10005 inwoners
Begindatum 01-01-2004

",
"GM1652","Gemert-Bakel","Begindatum 01-01-1997

",
"GM0237","Gendringen","Opgeheven per 01-01-2005, overgegaan naar:
- Oude IJsselstreek (GM1509),
... 6410 hectare met 8029 woningen en 20892 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Dinxperlo (GM0219),
... 6 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2002, overgegaan naar:
- Dinxperlo (GM0219),
... 8 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0907","Gennep","Begindatum 02-01-1839

",
"GM0689","Giessenlanden","Opgeheven per 01-01-2019, overgegaan naar:
- Molenlanden (GM1978),
... 6351 hectare met 5928 woningen en 14540 inwoners

Begindatum 01-01-1986
",
"GM0784","Gilze en Rijen","Begindatum voor 1830

",
"GM0511","Goedereede","Opgeheven per 01-01-2013, overgegaan naar:
- Goeree-Overflakkee (GM1924),
... 7113 hectare met 4868 woningen en 11329 inwoners

Begindatum voor 1830
",
"GM1924","Goeree-Overflakkee","Ontstaan per 01-01-2013, ontvangen van:
- Dirksland (GM0504),
... 5536 hectare met 3450 woningen en 8526 inwoners
- Goedereede (GM0511),
... 7113 hectare met 4868 woningen en 11329 inwoners
- Middelharnis (GM0559),
... 6071 hectare met 7611 woningen en 18070 inwoners
- Oostflakkee (GM0580),
... 7480 hectare met 4253 woningen en 10334 inwoners
Begindatum 01-01-2013

",
"GM0664","Goes","Begindatum voor 1830

",
"GM0785","Goirle","Grenswijziging per 01-01-2018, ontvangen van:
- Tilburg (GM0855),
... 89 hectare met 25 woningen en 67 inwoners

Grenswijziging per 01-01-2012, ontvangen van:
- Tilburg (GM0855),
... 1 hectare met 0 woningen en 0 inwoners
Grenswijziging per 01-01-2012, overgegaan naar:
- Tilburg (GM0855),
... 2 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM1942","Gooise Meren","Ontstaan per 01-01-2016, ontvangen van:
- Bussum (GM0381),
... 808 hectare met 15681 woningen en 33122 inwoners
- Muiden (GM0424),
... 1207 hectare met 2781 woningen en 6206 inwoners
- Naarden (GM0425),
... 2142 hectare met 7675 woningen en 17406 inwoners
- Weesp (GM0457),
... 4 hectare met 0 woningen en 0 inwoners
Begindatum 01-01-2015
",
"GM0512","Gorinchem","Begindatum voor 1830

",
"GM0239","Gorssel","Opgeheven per 01-01-2005, overgegaan naar:
- Lochem (GM0262),
... 8545 hectare met 5526 woningen en 13468 inwoners
- Zutphen (GM0301),
... 54 hectare met 14 woningen en 48 inwoners

Begindatum voor 1830

",
"GM0513","Gouda","Begindatum voor 1830

",
"GM0693","Graafstroom","Opgeheven per 01-01-2013, overgegaan naar:
- Molenwaard (GM1927),
... 6691 hectare met 3588 woningen en 9894 inwoners

Begindatum 01-01-1986
",
"GM0365","Graft-De Rijp","Opgeheven per 01-01-2015, overgegaan naar:
- Alkmaar (GM0361),
... 1994 hectare met 2593 woningen en 6406 inwoners

Begindatum 01-08-1970

",
"GM0786","Grave","Opgeheven per 01-01-2022, overgegaan naar:
- Land van Cuijk (GM1982),
... 2714 hectare met 5467 woningen en 12462 inwoners

Begindatum voor 1830
",
"GM0517","'s-Gravendeel","Opgeheven per 01-01-2007, overgegaan naar:
- Binnenmaas (GM0585),
... 1885 hectare 3709 woningen en 9035 inwoners

Begindatum voor 1830

",
"GM0518","'s-Gravenhage (gemeente)","Grenswijziging per 01-01-2013, overgegaan naar:
- Pijnacker-Nootdorp (GM1926),
... 1 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2009, overgegaan naar:
- Rijswijk (ZH.) (GM0603),
... 20 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2005, overgegaan naar:
- Leidschendam-Voorburg (GM1916),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2002, ontvangen van:
- Leidschendam (GM0548),
... 825 hectare met 2247 woningen en 7317 inwoners
- Nootdorp (GM0577),
... 231 hectare met 1018 woningen en 2743 inwoners
- Pijnacker (GM0594),
... 93 hectare met 26 woningen en 76 inwoners
- Rijswijk (ZH.) (GM0603),
... 363 hectare met 2166 woningen en 5887 inwoners
- Voorburg (GM0624),
... 1 hectare met 0 woningen en 0 inwoners
- Zoetermeer (GM0637),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0519","'s-Gravenzande","Opgeheven per 01-01-2004, overgegaan naar:
- Westland (GM1783),
... 1725 hectare met 7427 woningen en 19560 inwoners

Begindatum voor 1830

",
"GM0240","Groenlo","Naamswijziging per 19-05-2006,
nieuwe naam: Oost Gelre (GM1586),

Grenswijziging per 01-01-2006, overgegaan naar:
- Berkelland (GM1859),
... 11 hectare met 0 woningen en 0 inwoners

Gemeentelijke herindeling per 01-01-2005, ontvangen van:
- Groenlo (GM0240),
... 935 hectare met 3900 woningen en 9527 inwoners
- Lichtenvoorde (GM0260),
... 7372 hectare met 6921 woningen en 19468 inwoners
Grenswijziging per 01-01-2005, ontvangen van:
- Eibergen (GM0229),
... 1378 hectare met 155 woningen en 432 inwoners
- Ruurlo (GM0278),
... 1014 hectare met 350 woningen en 885 inwoners
- Zelhem (GM0298),
... 284 hectare met 36 woningen en 104 inwoners

Begindatum voor 1830

",
"GM0241","Groesbeek","Naamswijziging per 01-01-2016,
nieuwe naam: Berg en Dal (GM1945)

Gemeentelijke herindeling per 01-01-2015, ontvangen van:
- Groesbeek (GM0241),
... 4414 hectare met 8197 woningen en 18963 inwoners
- Millingen aan de Rijn (GM0265),
... 864 hectare met 2588 woningen en 5879 inwoners
- Ubbergen (GM0282),
... 3371 hectare met 4308 woningen en 9416 inwoners
Begindatum voor 1830
",
"GM0014","Groningen (gemeente)","Gemeentelijke herindeling per 01-01-2019, ontvangen van:
- Ten Boer (GM0009),
... 4531 hectare met 3051 woningen en 7289 inwoners 
- Groningen (GM0014),
... 9492 hectare met 102562 woningen en 203819 inwoners
- Haren (GM0017),
... 4537 hectare met 9120 woningen en 20191 inwoners

Grenswijziging per 01-01-2017, ontvangen van:
- Slochteren (GM0040),
... 1649 hectare met 341 woningen en 1033 inwoners

Grenswijziging per 01-01-2009, ontvangen van:
- Noordenveld (GM1699),
... 3 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0015","Grootegast","Opgeheven per 01-01-2019, overgegaan naar:
- Westerkwartier (GM1969),
... 8670 hectare met 5045 woningen en 12191 inwoners

Begindatum voor 1830
",
"GM1729","Gulpen-Wittem","Begindatum 01-01-1999

",
"GM0158","Haaksbergen","Begindatum voor 1830

",
"GM0788","Haaren","Opgeheven per 01-01-2021, overgegaan naar:
- Boxtel (GM0757),
... 535 hectare met 918 woningen en 2149 inwoners
- Oisterwijk (GM0824),
... 1627 hectare met 2412 woningen en 5827 inwoners
- Tilburg (GM0855),
... 978 hectare met 588 woningen en 1442 inwoners
- Vught (GM0865),
... 2630 hectare met 2085 woningen en 4900 inwoners

Begindatum voor 1830
",
"GM0392","Haarlem","Grenswijziging per 01-01-2009, overgegaan naar:
- Velsen (GM0453),
... 2 hectare met 0 woningen en 0 inwoners

Grenswijziging per 01-01-2004, ontvangen van:
- Bloemendaal (GM0377),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum voor 1830
",
"GM0393","Haarlemmerliede en Spaarnwoude","Opgeheven per 01-01-2019, overgegaan naar:
- Haarlemmermeer (GM0394),
... 1922 hectare met 2410 woningen en 6167 inwoners

Grenswijziging per 01-01-2012, ontvangen van:
- Velsen (GM0453),
... 1 hectare met 0 woningen en 0 inwoners

Begindatum 13-06-1857
",
"GM0394","Haarlemmermeer","Gemeentelijke herindeling per 01-01-2019, ontvangen van:
- Haarlemmerliede en Spaarnwoude (GM0393),
... 1922 hectare met 2410 woningen en 6167 inwoners
- Haarlemmermeer (GM0394),
... 17826 hectare met 61101 woningen en 148068 inwoners

Grenswijziging per 01-01-2014, overgegaan naar:
- Amsterdam (GM0363),
... 1 hectare met 0 woningen en 170 inwoners
Begindatum 16-11-1855
",
"GM0914","Haelen","Opgeheven per 01-01-2007, overgegaan naar:
- Leudal (GM1640),
... 2857 hectare met 3963 woningen en 9905 inwoners

Begindatum 02-01-1839

",
"GM1655","Halderberge","Begindatum 01-01-1997

",
"GM0160","Hardenberg","Begindatum 01-05-1941

",
"GM0243","Harderwijk","Begindatum voor 1830

",
"GM0523","Hardinxveld-Giessendam","Begindatum 01-01-1957

",
"GM0017","Haren","Opgeheven per 01-01-2019, overgegaan naar:
- Groningen (GM0014),
... 4537 hectare met 9120 woningen en 20191 inwoners

Begindatum voor 1830
",
"GM0395","Harenkarspel","Opgeheven per 01-01-2013, overgegaan naar:
- Schagen (GM0441),
... 5396 hectare met 6271 woningen en 16122 inwoners

Begindatum voor 1830
",
"GM0072","Harlingen","Begindatum voor 1830

",
"GM0244","Hattem","Begindatum voor 1830

",
"GM1937","Heel","Opgeheven per 01-01-2007, overgegaan naar:
- Maasgouw (GM1641),
... 1949 hectare met 3097 woningen en 8326 inwoners

Begindatum 01-01-1991

",
"GM0396","Heemskerk","Grenswijziging per 01-01-2006, ontvangen van:
- Beverwijk (GM0375),
... 3 hectare met 15 woningen en 24 inwoners
Grenswijziging per 01-01-2006, overgegaan naar:
- Beverwijk (GM0375),
... 6 hectare met 30 woningen en 71 inwoners

Begindatum voor 1830

",
"GM0397","Heemstede","Begindatum voor 1830
",
"GM0246","Heerde","Begindatum voor 1830

",
"GM0074","Heerenveen","Grenswijziging per 01-01-2016, ontvangen van:
- Leeuwarden (GM0080),
... 0 hectare met 0 woningen en 2 inwoners

Gemeentelijke herindeling per 01-01-2014, ontvangen van:
- Boarnsterhim (GM0055),
... 4561 hectare met 2614 woningen en 6018 inwoners
- Heerenveen (GM0074),
... 13487 hectare met 20131 woningen en 43301 inwoners
- Skarsterlân (GM0051),
... 968 hectare met 229 woningen en 580 inwoners

Begindatum 01-07-1934
",
"GM0398","Heerhugowaard","Opgeheven per 01-01-2022, overgegaan naar:
- Dijk en Waard (GM1980),
... 3814 hectare met 24737 woningen en 59102 inwoners

Begindatum voor 1830
",
